INCITS	pop2013	votes_dem	votes_gop	total_votes	pop_estimate
35061	76284	10810	13175	27350	76284
36001	306945	74775	44227	125644	306945
36003	48109	4473	11712	17111	48109
36005	1418733	318403	34424	358857	1418733
36007	197534	35212	38077	77657	197534
36009	78892	8717	18668	28961	78892
36011	79477	12202	16194	30124	79477
36013	133080	17281	29418	49381	133080
36015	88506	12394	19025	33195	88506
36017	49503	5943	11024	18113	49503
36019	81591	13446	13181	28378	81591
36021	62243	13123	12756	27255	62243
36023	48976	7976	9207	18424	48976
36025	46722	5825	11012	17778	46722
36027	296916	56874	58163	120199	296916
36029	919866	192065	173817	383248	919866
36031	38762	6760	7275	15079	38762
36033	51688	6517	7636	15148	51688
36035	54586	5805	12759	19563	54586
36037	59454	6946	15986	24463	59454
36039	48455	6370	11546	18869	48455
36041	4773	752	1795	2688	4773
36043	64181	7289	15664	24261	64181
36045	119504	12289	19947	34263	119504
36047	2592149	595086	133653	746295	2592149
36049	27149	2828	6916	10312	27149
36051	64705	10478	19211	31363	64705
36053	72382	10548	14901	27392	72382
36055	749606	174063	128871	320164	749606
36057	49897	5961	10579	17438	49897
36059	1352146	307326	275479	599649	1352146
36061	1626159	515481	58935	591368	1626159
36063	214249	32888	49223	86000	214249
36065	233585	30749	48490	83876	233585
36067	468387	102915	78277	191962	468387
36069	109103	20233	24343	47664	109103
36071	375592	63037	72129	140753	375592
36073	42235	4327	11582	16722	42235
36075	121165	15614	25870	44122	121165
36077	61683	9285	12284	23024	61683
36079	99645	17363	25241	44186	99645
36081	2296175	473389	138550	627021	2296175
36083	159918	30039	31933	65991	159918
36085	472621	67561	95612	167209	472621
36087	320903	63454	57148	123943	320903
36089	111963	14659	18450	35154	111963
36091	223865	46546	51088	104089	223865
36093	155333	30870	27268	61629	155333
36095	31844	3777	8173	12673	31844
36097	18460	2761	5179	8423	18460
36099	35409	5175	6719	12727	35409
36101	98650	11215	25091	38373	98650
36103	1499738	276953	328403	625720	1499738
36105	76665	10983	14626	26509	76665
36107	50243	6852	12528	20556	50243
36109	103617	25555	9647	37747	103617
36111	180998	40010	32962	77134	180998
36113	65337	11366	14284	27568	65337
36115	63093	8238	12770	22401	63093
36117	92473	12378	21935	36598	92473
36119	968802	245670	121643	378506	968802
36121	41531	3585	11884	16280	41531
36123	25156	3219	5180	8975	25156
37001	154378	29268	38235	69264	154378
37003	36930	3750	13826	18011	36930
37005	10939	1300	3789	5214	10939
37007	26161	5785	4480	10394	26161
37009	27151	3476	9353	13160	27151
37011	17713	1670	6226	8060	17713
37013	47464	8699	14478	23599	47464
37015	20344	5837	3476	9380	20344
37017	34843	7021	8511	15743	34843
37019	115301	23117	42440	67255	115301
37021	247912	74937	55339	134507	247912
37023	89842	10930	25741	37638	89842
37025	187226	35048	53224	91002	187226
37027	81990	8403	26499	35747	81990
37029	10187	1266	3527	4939	10187
37031	68434	9806	26228	36919	68434
37033	23190	4549	5758	10515	23190
37035	154810	21050	48062	71065	154810
37037	66817	20953	17012	39080	66817
37039	27218	2809	10711	13860	27218
37041	14726	2965	3983	7108	14726
37043	10584	1352	4395	5885	10584
37045	97047	14896	28394	44137	97047
37047	57246	8991	14177	23472	57246
37049	104489	17481	27556	46231	104489
37051	325871	70523	50593	124402	325871
37053	24396	2879	9070	12423	24396
37055	35019	7079	11283	19009	35019
37057	163420	17328	52870	72013	163420
37059	41554	5228	15502	21350	41554
37061	60084	8196	12151	20601	60084
37063	288133	118783	27879	150543	288133
37065	55574	16152	8219	24653	55574
37067	361220	92488	74793	172509	361220
37069	62260	12811	16320	29902	62260
37071	209420	30982	61467	94872	209420
37073	11650	2371	2851	5328	11650
37075	8736	761	3260	4094	8736
37077	58275	12827	13500	26920	58275
37079	21232	3570	4358	8013	21232
37081	506610	147949	97461	252087	506610
37083	53453	15642	8954	24881	53453
37085	124987	16452	27278	44955	124987
37087	59183	10414	18844	30156	59183
37089	109540	19664	35535	56810	109540
37091	24431	6886	3081	10100	24431
37093	51322	9608	7676	17847	51322
37095	5721	956	1275	2273	5721
37097	164517	24441	54164	80727	164517
37099	40919	7564	9706	18004	40919
37101	177967	28153	54082	84553	177967
37103	10215	2041	2941	5039	10215
37105	60266	10380	13625	24676	60266
37107	58914	11752	13354	25500	58914
37109	79740	9836	28653	39449	79740
37111	44961	4645	14517	19557	44961
37113	33857	4841	12035	17336	33857
37115	21022	3899	6735	10966	21022
37117	23699	5814	5874	11852	23699
37119	990977	292258	154303	461834	990977
37121	15328	1585	6225	7948	15328
37123	27571	4108	7070	11449	27571
37125	91587	16148	30273	47746	91587
37127	95093	23024	23142	46903	95093
37129	213267	50219	54665	108737	213267
37131	20839	6113	3556	9761	20839
37133	185220	17156	36342	55364	185220
37135	140352	59105	18373	79830	140352
37137	12953	2427	4225	6772	12953
37139	39981	8455	8082	16964	39981
37141	55334	9086	17317	27072	55334
37143	13601	2291	4143	6595	13601
37145	39276	7772	11116	19303	39276
37147	174263	40967	35191	78264	174263
37149	20411	3715	6738	10723	20411
37151	142577	13074	49156	63615	142577
37153	46405	8290	10199	18813	46405
37155	134841	18377	20294	39454	134841
37157	91878	14057	26463	41374	91878
37159	138323	19208	42388	63078	138323
37161	66956	7451	21694	29764	66956
37163	64150	10486	14761	25638	64150
37165	36025	7279	6212	13743	36025
37167	60635	7008	21788	29451	60635
37169	46588	4645	16976	22182	46588
37171	73050	7438	23495	31663	73050
37173	14058	2186	3557	5982	14058
37175	32903	6520	10441	17440	32903
37177	4109	705	968	1700	4109
37179	212756	34051	66265	103596	212756
37181	44808	12168	7304	19762	44808
37183	974289	298353	193607	510940	974289
37185	20575	6668	3302	10123	20575
37187	12722	3490	2560	6115	12722
37189	52372	13953	13521	28769	52372
37191	124583	21520	27360	49824	124583
37193	69023	6596	23613	30844	69023
37195	81667	19527	17410	37593	81667
37197	38038	3140	13815	17350	38038
37199	17566	3181	6367	9808	17566
38001	2360	216	904	1206	2360
38003	11190	1597	3156	5253	11190
38005	6877	842	927	1940	6877
38007	874	58	492	592	874
38009	6736	734	2482	3437	6736
38011	3214	227	1445	1769	3214
38013	2306	118	879	1031	2306
38015	88457	10865	32499	46874	88457
38017	162829	31291	39738	78807	162829
38019	3896	476	1356	1969	3896
38021	5248	551	1656	2372	5248
38023	2314	243	860	1187	2314
38025	4162	356	1753	2199	4162
38027	2404	354	790	1219	2404
38029	3486	215	1672	1959	3486
38031	3366	346	1237	1699	3366
38033	1823	99	793	942	1823
38035	69179	10828	16325	29711	69179
38037	2377	187	1098	1361	2377
38039	2296	298	847	1247	2296
38041	2660	168	1032	1261	2660
38043	2428	179	1106	1358	2428
38045	4166	500	1475	2115	4166
38047	1946	112	867	1030	1946
38049	5922	474	1991	2687	5922
38051	2754	233	1095	1423	2754
38053	9314	696	3661	4594	9314
38055	9517	1070	3827	5206	9517
38057	8592	616	3715	4564	8592
38059	28990	3077	11319	15547	28990
38061	9376	1211	2551	4009	9376
38063	3095	536	1025	1694	3095
38065	1874	119	827	1002	1874
38067	7181	681	2204	3093	7181
38069	4451	431	1433	2020	4451
38071	11554	1505	3216	5218	11554
38073	5516	836	1209	2317	5516
38075	2608	200	978	1255	2608
38077	16339	2064	4759	7460	16339
38079	14582	2097	1210	3662	14582
38081	3890	693	1088	1978	3890
38083	1304	94	644	774	1304
38085	4430	758	256	1177	4430
38087	761	42	361	427	761
38089	28212	1745	9718	12115	28212
38091	1960	361	537	984	1960
38093	21120	2484	6706	9938	21120
38095	2317	305	733	1137	2317
38097	8245	1239	2263	3864	8245
38099	11104	1166	2991	4543	11104
38101	67990	5792	18601	26861	67990
38103	4206	419	1793	2352	4206
38105	29595	1722	10033	12529	29595
39001	28105	2293	8445	11063	28105
39003	105298	12815	29858	44636	105298
39005	53043	5659	17169	24074	53043
39007	99811	15191	22755	39809	99811
39009	64681	15552	10816	27941	64681
39011	45920	3825	18130	22860	45920
39013	69571	8652	20729	30537	69571
39015	44264	4270	14257	19139	44264
39017	371272	56700	104441	168422	371272
39019	28275	3124	9067	12807	28275
39021	39455	4488	12314	17597	39455
39023	136167	22666	34311	59620	136167
39025	200218	26096	65960	96455	200218
39027	41945	3943	13466	18100	41945
39029	105893	12273	31086	45261	105893
39031	36760	3908	10381	14961	36760
39033	42808	4518	13265	18702	42808
39035	1263154	383974	179894	583230	1263154
39037	52376	4395	19698	25000	52376
39039	38532	5282	11478	17795	38532
39041	184979	39584	55660	100101	184979
39043	76048	15692	19301	36730	76048
39045	148867	24150	43163	70542	148867
39047	28800	2672	7763	10817	28800
39049	1212263	335961	192328	554711	1212263
39051	42488	5981	13419	20693	42488
39053	30621	2564	9567	12588	30621
39055	93972	17165	29577	48736	93972
39057	163204	28023	47506	79633	163204
39059	39636	4286	11164	16156	39636
39061	804520	207587	169972	395000	804520
39063	75773	9419	23777	35216	75773
39065	31641	2870	8541	12014	31641
39067	15622	1663	5021	6956	15622
39069	28092	3690	9136	13671	28092
39071	43299	3436	13005	17048	43299
39073	28665	3713	8282	12513	28665
39075	43593	1766	8578	10823	43593
39077	58889	7080	15930	24332	58889
39079	32783	3142	9618	13239	32783
39081	67964	9483	20668	31346	67964
39083	60810	7959	18563	27768	60810
39085	229857	45056	62627	112790	229857
39087	61917	6849	18240	25949	61917
39089	168375	26360	49346	79399	168375
39091	45481	4537	15586	21007	45481
39093	302827	64958	65346	136654	302827
39095	436393	107363	74102	191684	436393
39097	43277	4662	11319	16754	43277
39099	233869	56188	52808	112827	233869
39101	65905	7748	16563	25648	65905
39103	174915	31582	53811	89360	174915
39105	23496	2157	6869	9410	23496
39107	40784	3335	17200	21315	40784
39109	103439	12832	36311	51467	103439
39111	14585	1647	4781	6686	14585
39113	535846	117661	120766	249560	535846
39115	14904	1711	4315	6290	14904
39117	35033	3711	11722	16186	35033
39119	85231	10926	23588	36217	85231
39121	14628	1201	4441	5875	14628
39123	41153	8136	12389	21742	41153
39125	19254	2068	6359	8842	19254
39127	35997	4072	9978	14647	35997
39129	56304	6325	16482	23814	56304
39131	28367	3443	7669	11513	28367
39133	163862	31463	38978	73968	163862
39135	41732	4323	15376	20475	41732
39137	34088	2874	14704	18387	34088
39139	121773	15629	35805	53739	121773
39141	77910	9905	17833	28955	77910
39143	60098	9733	16045	27491	60098
39145	78153	8841	19742	29618	78153
39147	55914	7237	14559	23481	55914
39149	49192	4143	18148	23110	49192
39151	375432	66581	96345	170868	375432
39153	541824	129922	109531	249937	541824
39155	206442	42130	48152	94073	206442
39157	92672	11895	26105	40088	92672
39159	53306	7530	17601	26533	53306
39161	28459	2667	10328	13584	28459
39163	13276	1332	3799	5393	13276
39165	219169	33036	75947	114254	219169
39167	61310	7841	19901	28992	61310
39169	115071	14670	31622	48550	115071
39171	37500	4287	11706	16938	37500
39173	129264	26440	31734	62287	129264
39175	22447	2484	7346	10396	22447
40001	22194	1374	4753	6468	22194
40003	5847	216	1931	2256	5847
40005	13898	795	4068	5002	13898
40007	5566	176	1987	2237	5566
40009	23637	958	6287	7529	23637
40011	9720	711	2884	3793	9720
40013	44244	2793	10449	13775	44244
40015	29594	2418	6473	9336	29594
40017	126123	11666	39969	55250	126123
40019	48491	4002	13751	18533	48491
40021	48017	5455	9992	16487	48017
40023	15045	1064	4202	5419	15045
40025	2335	70	962	1077	2335
40027	269340	38790	62469	109326	269340
40029	5867	411	1892	2393	5867
40031	124937	11439	19153	32504	124937
40033	6152	424	2054	2602	6152
40035	14672	1249	4279	5778	14672
40037	70470	5834	21539	28786	70470
40039	29377	2102	7818	10531	29377
40041	41377	3306	11796	15680	41377
40043	4844	222	1964	2246	4844
40045	4170	155	1610	1826	4170
40047	62267	4391	15998	21692	62267
40049	27334	1852	8243	10531	27334
40051	53685	3878	17293	22257	53685
40053	4528	287	1827	2200	4528
40055	6171	323	1482	1896	6171
40057	2869	224	714	975	2869
40059	3813	131	1307	1485	3813
40061	13052	882	3697	4734	13052
40063	13823	961	3387	4525	13823
40065	26088	1473	5969	7806	26088
40067	6432	365	1905	2345	6432
40069	10990	782	3081	4001	10990
40071	45633	3734	12168	16795	45633
40073	15276	783	5151	6123	15276
40075	9341	766	2593	3489	9341
40077	10775	797	3094	4050	10775
40079	49774	3245	13346	17199	49774
40081	34351	2423	10838	14001	34351
40083	44422	4239	13613	18948	44422
40085	9742	735	2920	3787	9742
40087	36511	2893	13151	16839	36511
40089	33065	1799	8642	10709	33065
40091	20493	2122	5501	7958	20493
40093	7683	310	2940	3399	7683
40095	15988	1095	4202	5487	15988
40097	40804	3423	11550	15712	40804
40099	13712	1086	4173	5525	13712
40101	70303	7969	15029	24193	70303
40103	11446	901	3707	4870	11446
40105	10555	742	3321	4237	10555
40107	12377	943	2791	3933	12377
40109	755245	112661	141429	273609	755245
40111	39438	4379	8926	13924	39438
40113	47987	5593	12559	18942	47987
40115	32245	2584	7627	10686	32245
40117	16513	1341	4716	6346	16513
40119	79066	8785	16644	27749	79066
40121	44703	3704	12740	17250	44703
40123	37992	3633	10420	14814	37992
40125	71158	6005	17826	25417	71158
40127	11233	748	3581	4483	11233
40129	3743	151	1546	1758	3743
40131	89044	7895	30893	40834	89044
40133	25426	2067	5612	8032	25426
40135	41218	3061	10888	14437	41218
40137	44919	3084	14166	17886	44919
40139	22081	855	4615	5771	22081
40141	7711	657	1944	2706	7711
40143	622409	87663	143985	246557	622409
40145	75700	6711	22967	31246	75700
40147	51577	5047	15810	22208	51577
40149	11678	588	3851	4628	11678
40151	9041	521	2945	3665	9041
40153	21221	871	6329	7573	21221
41001	16018	1781	6160	8479	16018
41003	86591	28431	13030	45577	86591
41005	388263	90187	79062	182136	388263
41007	37244	8899	7794	18158	37244
41009	49344	9959	12967	25077	49344
41011	62282	10355	17699	30181	62282
41013	20815	2591	8388	11638	20815
41015	22339	4253	7157	12163	22339
41017	165954	40222	43667	90584	165954
41019	106940	13891	34112	51350	106940
41021	1947	221	632	937	1947
41023	7283	732	3187	4171	7283
41025	7146	682	2904	3850	7146
41027	22675	6359	3223	10383	22675
41029	208545	43550	53083	103789	208545
41031	21145	2892	5337	8874	21145
41033	83306	13223	26582	42613	83306
41035	65910	7080	20170	29240	65910
41037	7820	628	3001	3814	7820
41039	356212	100497	66218	181072	356212
41041	46350	12300	9901	24035	46350
41043	118765	17456	32683	54724	118765
41045	30479	2213	7141	9950	30479
41047	323614	48803	54336	110804	323614
41049	11336	1004	2698	3989	11336
41051	766135	271754	63055	357762	766135
41053	76794	15741	18333	37030	76794
41055	1731	202	726	983	1731
41057	25317	5701	6486	13261	25317
41059	76720	7466	16775	26116	76720
41061	25652	3221	8378	12465	25652
41063	6814	1097	2825	4177	6814
41065	25477	4634	5721	11251	25477
41067	554996	137818	75903	232034	554996
41069	1381	153	583	792	1381
41071	100725	18635	22589	45116	100725
42001	101546	14077	31249	47138	101546
42003	1231527	363017	257488	643173	1231527
42005	68107	6849	22676	30446	68107
42007	170115	30225	46081	79036	170115
42009	49055	3613	19455	23504	49055
42011	413521	75169	93094	175934	413521
42013	126314	13093	37224	52029	126314
42015	62316	6263	17957	25399	62316
42017	626976	165861	163873	342572	626976
42019	185476	26834	61388	92027	185476
42021	140499	17798	40510	60167	140499
42023	4886	469	1495	2024	4886
42025	64786	8917	18714	28721	64786
42027	155403	36555	35099	75394	155403
42029	509468	140188	115582	266637	509468
42031	39155	4256	12545	17481	39155
42033	81174	7700	23909	32692	81174
42035	39954	4533	9701	14839	39954
42037	66797	8502	17387	27127	66797
42039	87376	10215	23912	35563	87376
42041	241212	44282	65649	115068	241212
42043	270937	64287	60620	130160	270937
42045	561973	169169	106559	284832	561973
42047	31479	3637	9704	13854	31479
42049	280294	54820	57168	117240	280294
42051	134999	17826	34388	53426	134999
42053	7631	626	1680	2398	7631
42055	152085	17322	49554	69345	152085
42057	14670	904	5676	6743	14670
42059	37838	4157	10394	14955	37838
42061	45694	4487	14369	19496	45694
42063	87745	11468	24920	37728	87745
42065	44966	3437	14533	18551	44966
42067	24768	1810	8234	10402	24768
42069	213931	51593	48102	102740	213931
42071	529600	90066	137145	239151	529600
42073	89333	13933	25323	40555	89333
42075	135486	17860	38804	58906	135486
42077	355092	77087	70285	153031	355092
42079	320103	51454	77508	132731	320103
42081	116754	12926	35475	50294	116754
42083	42979	3802	11159	15572	42979
42085	115195	17631	30034	49594	115195
42087	46616	3563	14050	18239	46616
42089	167148	31930	31706	65944	167148
42091	812376	251063	160803	427489	812376
42093	18541	2851	5274	8535	18541
42095	299791	65936	71384	142775	299791
42097	94076	9184	24418	34971	94076
42099	45562	4630	15613	21153	45562
42101	1553165	560542	105418	680227	1553165
42103	56591	9247	16035	26066	56591
42105	17497	1300	6247	7777	17497
42107	146920	16724	43937	62750	146920
42109	39865	3991	11710	16333	39865
42111	76520	7367	27347	35730	76520
42113	6351	756	2318	3168	6351
42115	42286	5065	13295	19200	42286
42117	42463	3642	12928	17334	42463
42119	44867	6138	10605	17400	44867
42121	53907	5889	15254	22096	53907
42123	40885	4828	12032	17624	40885
42125	208206	34436	58941	96945	208206
42127	51548	6398	15269	22365	51548
42129	362437	59506	116427	181740	362437
42131	28003	3573	8375	12418	28003
42133	438965	67428	126933	203153	438965
44001	49220	14532	8910	24691	49220
44003	165035	37582	38141	79691	165035
44005	82397	22680	14975	39761	82397
44007	628600	141597	90321	241818	628600
44009	126259	33511	27074	64160	126259
45001	25007	3712	6742	10724	25007
45003	164176	25426	45981	74773	164176
45005	9839	2722	788	3578	9839
45007	190641	21040	56109	80296	190641
45009	15430	3886	2197	6195	15430
45011	22119	4395	4888	9479	22119
45013	171838	29577	39986	72770	171838
45015	194020	30492	44223	78919	194020
45017	15055	3569	3785	7553	15055
45019	372803	89048	75233	175850	372803
45021	55885	6089	15165	21754	55885
45023	32578	6582	7272	14202	32578
45025	46197	7125	9576	17128	46197
45027	34355	7635	7246	15156	34355
45029	37788	7616	9083	17231	37788
45031	67935	13866	14973	29636	67935
45033	31229	5832	5637	11696	31229
45035	145397	24010	34932	62463	145397
45037	26436	4491	6842	11644	26436
45039	23109	6936	4024	11252	23109
45041	138326	26630	29498	57770	138326
45043	60440	13234	17334	31519	60440
45045	474266	73338	125595	211572	474266
45047	69723	10633	16881	28600	69723
45049	20408	5163	3483	8794	20408
45051	289650	36731	83819	124503	289650
45053	26629	7789	6100	14216	26629
45055	62516	10293	17464	28875	62516
45057	80458	13718	23598	38717	80458
45059	66229	8845	16770	26474	66229
45061	18347	5170	2789	8110	18347
45063	273752	35143	79866	121829	273752
45065	9947	2479	2651	5215	9947
45067	32072	8522	5434	14217	32072
45069	28003	5928	4257	10353	28003
45071	37521	6212	10011	16795	37521
45073	75045	7979	24096	33530	75045
45075	90942	26258	11909	38824	90942
45077	119829	10327	36096	48871	119829
45079	399256	108401	52753	169400	399256
45081	20091	2809	5525	8559	20091
45083	290969	39888	76101	120793	290969
45085	108123	24024	18733	44048	108123
45087	28030	4727	7058	12087	28030
45089	33067	9949	4863	15049	33067
45091	239363	41230	66245	113425	239363
46003	2720	340	974	1407	2720
46005	18080	1912	4455	6772	18080
46007	3452	412	666	1149	3452
46009	7046	704	2105	2974	7046
46011	32968	4879	6748	12680	32968
46013	37907	5452	9613	16113	37907
46015	5366	571	1565	2288	5366
46017	2024	296	171	490	2024
46019	10330	693	3355	4346	10330
46021	1334	105	704	831	1334
46023	9241	935	2382	3433	9241
46025	3610	398	1139	1657	3610
46027	13935	2608	2109	5069	13935
46029	27853	3174	7764	11669	27853
46031	4215	535	588	1175	4215
46033	8468	1120	3290	4716	8468
46035	19823	2355	5157	7952	19823
46037	5596	974	1627	2747	5596
46039	4320	570	1366	2080	4320
46041	5586	887	723	1707	5586
46043	3023	214	1338	1605	3023
46045	4041	380	1433	1918	4041
46047	6839	821	2511	3563	6839
46049	2386	204	858	1118	2386
46051	7281	970	2381	3562	7281
46053	4242	391	1600	2091	4242
46055	1894	77	936	1044	1894
46057	5961	555	2051	2762	5961
46059	3391	334	1391	1818	3391
46061	3405	424	1497	2006	3405
46063	1262	38	694	769	1262
46065	17508	2449	5174	8173	17508
46067	7145	692	2517	3365	7145
46069	1391	125	543	690	1391
46071	3216	323	722	1095	3216
46073	2066	264	648	967	2066
46075	1001	69	450	558	1001
46077	5065	703	1680	2551	5065
46079	12055	2314	4038	6786	12055
46081	24910	3356	7411	11842	24910
46083	49858	8076	15499	25231	49858
46085	3892	369	977	1421	3892
46087	5654	623	1794	2587	5654
46089	2457	192	892	1137	2457
46091	4763	754	1056	1947	4763
46093	27202	2223	8441	11621	27202
46095	2081	238	402	683	2081
46097	2333	281	706	1064	2333
46099	179640	30610	42043	78263	179640
46101	6404	1042	1729	2930	6404
46102	14118	2504	241	2896	14118
46103	105761	14074	29804	47741	105761
46105	3037	188	1333	1606	3037
46107	2394	215	1069	1335	2394
46109	10251	1539	2142	3886	10251
46111	2324	241	819	1123	2324
46115	6610	919	1854	2951	6610
46117	2981	329	1148	1567	2981
46119	1437	137	679	861	1437
46121	9982	1505	487	2125	9982
46123	5498	462	2069	2630	5498
46125	8361	961	2937	4150	8361
46127	14829	2227	5288	7895	14829
46129	5524	457	1896	2477	5524
46135	22696	3301	5654	9616	22696
46137	2834	352	368	766	2834
47001	75542	9010	19201	29723	75542
47003	45901	3384	11455	15300	45901
47005	16290	1474	4715	6322	16290
47007	12841	896	3621	4650	12841
47009	125099	12085	37385	51849	125099
47011	101848	7070	29761	38392	101848
47013	40238	2248	9860	12504	40238
47015	13775	1126	4006	5299	13775
47017	28513	2323	7731	10333	28513
47019	57338	3453	16897	20993	57338
47021	39492	3877	11295	15823	39492
47023	17321	902	3827	4850	17321
47025	31560	1831	8589	10706	31560
47027	7774	707	2140	2919	7774
47029	35479	1980	9791	12108	35479
47031	53357	4741	14409	19895	53357
47033	14591	1302	3977	5386	14591
47035	57466	5202	20410	26298	57466
47037	658602	148473	84365	246199	658602
47039	11661	894	3580	4577	11661
47041	19164	1566	5164	6940	19164
47043	50266	4718	13213	18619	50266
47045	38213	2815	10175	13290	38213
47047	38690	5865	13046	19306	38690
47049	17909	1100	6032	7311	17909
47051	41129	4372	11526	16363	41129
47053	49457	5255	13779	19484	49457
47055	28746	2915	7964	11120	28746
47057	22702	1154	6618	7985	22702
47059	68267	4211	18538	23491	68267
47061	13498	998	3626	4750	13498
47063	63074	4075	15839	20579	63074
47065	348673	55260	78661	141088	348673
47067	6679	322	1842	2229	6679
47069	26306	4174	4912	9242	26306
47071	26034	1622	8012	9949	26034
47073	56800	3502	16611	20694	56800
47075	18224	3704	3010	6824	18224
47077	28048	1796	8118	10172	28048
47079	32210	3061	9483	12887	32210
47081	24267	1823	5685	7762	24267
47083	8292	865	2180	3165	8292
47085	18243	1967	4928	7139	18243
47087	11517	1129	3229	4447	11517
47089	52123	3490	14760	18994	52123
47091	17977	988	5400	6556	17977
47093	444622	62861	105724	179266	444622
47095	7731	577	1357	1970	7731
47097	27795	3656	4884	8678	27795
47099	41990	2821	12419	15658	41990
47101	11961	890	3579	4601	11961
47103	33633	2550	10375	13270	33633
47105	50448	4916	17588	23304	50448
47107	52341	3507	14673	18694	52341
47109	26140	1847	7839	10035	26140
47111	22701	1071	6260	7490	22701
47113	98733	15438	21321	37764	98733
47115	28374	2829	7680	10832	28374
47117	31130	2848	8167	11402	31130
47119	83761	10026	23781	35068	83761
47121	11649	856	3337	4311	11649
47123	45265	3184	13361	17050	45265
47125	184119	21686	32320	57278	184119
47127	6301	496	2325	2926	6301
47129	21915	1053	5429	6664	21915
47131	31131	2425	9525	12223	31131
47133	22075	1943	6055	8195	22075
47135	7869	597	2167	2855	7869
47137	5090	536	2019	2609	5090
47139	16690	1252	5097	6520	16690
47141	73525	6847	18981	26958	73525
47143	32513	1942	8650	10946	32513
47145	53047	4833	15863	21580	53047
47147	67383	6634	19393	27042	67383
47149	281029	36627	64428	106518	281029
47151	22015	934	6044	7123	22015
47153	14681	1051	4434	5667	14681
47155	93570	6293	28610	36180	93570
47157	939465	206640	114948	331861	939465
47159	19074	1688	5485	7410	19074
47161	13362	1222	3864	5283	13362
47163	156595	11910	45577	59860	156595
47165	168888	18153	50105	71080	168888
47167	61586	5779	16893	23372	61586
47169	7828	943	2099	3142	7828
47171	18082	1260	5666	7166	18082
47173	19102	1010	5024	6204	19102
47175	5583	539	1820	2417	5583
47177	39965	3535	9535	13565	39965
47179	125546	13003	34179	49411	125546
47181	16939	717	5034	5842	16939
47183	34450	2770	9001	12127	34450
47185	26244	1842	7657	9776	26244
47187	198901	30992	68160	104700	198901
47189	121945	14356	39304	56286	121945
48001	57938	3358	13165	16887	57938
48003	16799	836	3925	4926	16799
48005	87441	7538	21666	29870	87441
48007	24356	2458	7730	10467	24356
48009	8681	394	3785	4269	8681
48011	1949	70	924	1017	1949
48013	47093	4635	8598	13605	47093
48015	28847	2319	9637	12255	28847
48017	7114	397	1343	1784	7114
48019	20601	1726	8159	10213	20601
48021	75825	10555	16314	28250	75825
48023	3614	191	1267	1492	3614
48025	32799	3443	4743	8458	32799
48027	326843	37608	51780	93999	326843
48029	1817610	319191	240161	586038	1817610
48031	10723	1244	4212	5669	10723
48033	637	31	330	365	637
48035	17855	1277	6325	7797	17855
48037	93487	8831	24913	34470	93487
48039	330242	43075	72653	120296	330242
48041	203164	23041	38662	66036	203164
48043	9286	1869	2073	4226	9286
48045	1537	91	625	734	1537
48047	7237	1937	613	2596	7237
48049	37749	1621	12010	13949	37749
48051	17169	1491	5316	6945	17169
48053	43823	3785	14595	19046	43823
48055	39232	4663	6516	11709	39232
48057	21806	2118	4638	6957	21806
48059	13525	568	4858	5556	13525
48061	417276	59319	29432	91804	417276
48063	12413	1260	3201	4542	12413
48065	6010	249	2617	2945	6010
48067	30331	2250	9182	11606	30331
48069	8030	526	1413	1996	8030
48071	36812	2939	13278	16661	36812
48073	50878	3466	12896	16701	50878
48075	7095	253	1802	2084	7095
48077	10473	536	4376	5011	10473
48079	3016	190	679	901	3016
48081	3210	140	1265	1423	3210
48083	8543	387	3177	3635	8543
48085	854778	139837	200395	356545	854778
48087	3099	145	983	1154	3099
48089	20752	1977	6323	8480	20752
48091	118480	14166	44996	61567	118480
48093	13623	788	4300	5208	13623
48095	4043	148	885	1067	4043
48097	38467	2345	13174	15894	38467
48099	76192	5057	12212	18127	76192
48101	1452	84	486	583	1452
48103	4773	299	1047	1381	4773
48105	3807	372	980	1395	3807
48107	5991	468	1180	1712	5991
48109	2277	454	280	762	2277
48111	7057	222	1258	1535	7057
48113	2480331	458845	261865	750649	2480331
48115	13810	835	2636	3562	13810
48117	19177	1185	2911	4201	19177
48119	5238	400	1836	2279	5238
48121	728799	110000	169175	293287	728799
48123	20503	1161	5510	6822	20503
48125	2291	128	755	909	2291
48127	10897	2173	974	3225	10897
48129	3522	190	1225	1460	3522
48131	11640	2783	1316	4159	11640
48133	18245	776	6008	6935	18245
48135	149378	10225	24976	36373	149378
48137	1884	302	741	1065	1884
48139	155976	16197	44807	63064	155976
48141	827718	145509	54567	210458	827718
48143	39658	2159	11205	13810	39658
48145	17493	1682	3438	5232	17493
48147	33659	2123	9536	11972	33659
48149	24821	2127	8648	11029	24821
48151	3856	403	1265	1722	3856
48153	6230	435	1473	1958	6230
48155	1277	113	383	511	1277
48157	652365	134475	117212	260367	652365
48159	10660	665	3583	4356	10660
48161	19646	1461	5995	7608	19646
48163	18065	1401	1232	2683	18065
48165	18921	597	3907	4609	18921
48167	306782	45503	73566	123994	306782
48169	6317	224	1223	1475	6317
48171	25357	2286	10445	13123	25357
48173	1251	34	553	602	1251
48175	7465	973	2618	3713	7465
48177	20312	1567	4580	6304	20312
48179	23043	699	6495	7360	23043
48181	122353	10276	35274	47068	122353
48183	123024	11623	28693	41365	123024
48185	26859	2194	7065	9528	26859
48187	143183	18308	36495	57220	143183
